avg_rate,bayesaverage,category,classificationtype,family,geek_rate,id,maxplayers,maxplaytime,mechanism,minage,minplayers,minplaytime,num_votes,playingtime,title,type,usersrated,yearpublished
7.70,6.60688,"Economic,Renaissance,Territory Building",Strategy,"Country: Germany,Crowdfunding: Kickstarter",6.607,109125,5,120,"Action / Movement Programming,Action Point Allowance System,Area Control / Area Influence,Area Movement,Simultaneous Action Selection,Variable Phase Order",12,2,90,992,120,Wallenstein (second edition),boardgame,992,2012
6.85,6.60591,"Adventure,Exploration,Fantasy,Fighting,Maze",Strategy,Dungeon Twister,6.606,12995,2,60,"Action Point Allowance System,Grid Movement,Hand Management,Modular Board,Secret Unit Deployment,Tile Placement,Variable Player Powers",11,2,60,5268,60,Dungeon Twister,boardgame,5268,2004
7.66,6.60554,Action / Dexterity,"Family, Party",,6.606,165722,2,10,,0,2,10,1064,10,KLASK,boardgame,1064,2014
7.31,6.60553,Medieval,Strategy,"Cities: Ancona,Cities: Bologna,Cities: Florence,Cities: Genova,Cities: Milan,Cities: Naples,Cities: Palermo,Cities: Rome,Cities: Urbino,Cities: Venice,Country: Italy",6.606,75165,5,120,"Action Point Allowance System,Area Movement",14,2,120,1555,120,De Vulgari Eloquentia,boardgame,1555,2010
7.53,6.605,"Card Game,Dice,Fantasy,Medieval,Video Game Theme",Thematic,Solitaire Games,6.605,179275,2,45,"Co-operative Play,Deck / Pool Building,Dice Rolling",14,1,30,1350,45,One Deck Dungeon,boardgame,1350,2016
7.13,6.60427,"Farming,Puzzle",Family,"Flowers,Polyominoes,Solitaire Games,Stronghold Games: The Great Designer Series",6.604,204027,4,60,Tile Placement,8,1,45,2124,60,Cottage Garden,boardgame,2124,2016
7.60,6.60402,"Collectible Components,Comic Book / Strip,Dice",Customizable,"CDGs (Collectible Dice Games),Comics: DC Universe,Dice Masters,Quarriors Pool Building system",6.604,138649,2,60,"Deck / Pool Building,Dice Rolling",14,2,60,1094,60,DC Comics Dice Masters: Justice League,boardgame,1094,2015
6.90,6.60401,"Action / Dexterity,Exploration,Fantasy,Fighting,Humor",Party,Solitaire Games,6.604,102548,6,45,"Card Drafting,Co-operative Play,Dice Rolling,Modular Board,Point to Point Movement,Variable Player Powers",14,1,45,4057,45,Dungeon Fighter,boardgame,4057,2011
6.84,6.60356,Medieval,"Family, Strategy","Animals: Rats,Rattus",6.604,42452,4,45,"Area Control / Area Influence,Variable Player Powers",10,2,45,4831,45,Rattus,boardgame,4831,2010
7.96,6.60298,"Science Fiction,Space Exploration","Strategy, Thematic",Solitaire Games,6.603,173064,5,180,"Pick-up and Deliver,Point to Point Movement,Simulation,Trading",0,1,60,852,180,Leaving Earth,boardgame,852,2015
6.81,6.60173,Ancient,"Family, Strategy","3D Games,Country: Egypt,Polyominoes",6.602,22141,5,60,"Area Enclosure,Auction/Bidding,Card Drafting,Dice Rolling,Hand Management,Set Collection,Tile Placement",10,3,60,5618,60,Cleopatra and the Society of Architects,boardgame,5618,2006
6.87,6.60063,"Abstract Strategy,Territory Building",Abstract,"Blokus Series,Mattel To Go! games,Polyominoes",6.601,16395,2,15,Tile Placement,5,2,15,4200,15,Blokus Duo,boardgame,4200,2005
7.08,6.60038,Medieval,Family,,6.600,154386,5,30,"Area Control / Area Influence,Card Drafting,Hand Management",8,2,30,2239,30,Medieval Academy,boardgame,2239,2014
6.95,6.59918,Economic,"Family, Strategy","Cities: Santiago, Cuba,Country: Cuba,Eggertspiele Cuba series",6.599,104347,4,75,"Commodity Speculation,Dice Rolling,Memory,Modular Board,Pick-up and Deliver,Point to Point Movement,Worker Placement",10,2,40,3268,75,Santiago de Cuba,boardgame,3268,2011
6.79,6.59627,"Ancient,Card Game",Family,Ancient Rome,6.596,137297,6,30,"Card Drafting,Set Collection,Variable Player Powers",8,2,30,5851,30,Rise of Augustus,boardgame,5851,2013
7.40,6.59484,"Economic,Industry / Manufacturing",Strategy,Crowdfunding: Kickstarter,6.595,200077,4,20,Worker Placement,13,1,10,1454,20,Mint Works,boardgame,1454,2017
6.88,6.59446,Exploration,Strategy,"Archaeology,Country: Egypt,Ystari originals",6.594,21441,4,45,"Area Control / Area Influence,Hand Management,Modular Board",10,2,45,3602,45,Mykerinos,boardgame,3602,2006
7.08,6.59395,"Medieval,Political",Strategy,Admin: Better Description Needed!,6.594,66,4,90,"Area Control / Area Influence,Auction/Bidding,Modular Board",12,2,90,2198,90,Löwenherz,boardgame,2198,1997
6.99,6.59369,Ancient,Strategy,Ystari originals,6.594,29934,4,120,Area Control / Area Influence,12,2,60,2644,120,Amyitis,boardgame,2644,2007
7.36,6.59324,"American West,Card Game,City Building,Fantasy,Horror",Customizable,"Admin: Better Description Needed!,The Weird West (BGG Family)",6.593,156714,4,30,"Area Control / Area Influence,Betting/Wagering,Hand Management,Variable Player Powers",12,2,30,1698,30,Doomtown: Reloaded,boardgame,1698,2014
6.96,6.59307,"Card Game,Economic,Medieval","Family, Strategy",Admin: Better Description Needed!,6.593,183840,4,30,"Action / Movement Programming,Hand Management,Press Your Luck,Set Collection",10,2,30,3069,30,Oh My Goods!,boardgame,3069,2015
7.14,6.59281,"Card Game,Horror,Science Fiction","Strategy, Thematic","Crowdfunding: Kickstarter,Solitaire Games",6.593,159109,4,60,"Card Drafting,Co-operative Play,Deck / Pool Building,Variable Player Powers,Worker Placement",13,1,30,2070,60,XenoShyft: Onslaught,boardgame,2070,2015
8.30,6.5926,"Deduction,Murder/Mystery,Novel-based,Post-Napoleonic,Puzzle,Spies/Secret Agents",Thematic,"Characters: Jack the Ripper,Characters: Sherlock Holmes,Cities: London,Country: England,Mystery Novels,Solitaire Games",6.593,204305,8,120,Co-operative Play,10,1,60,650,120,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,boardgame,650,2017
6.98,6.59224,"Card Game,Murder/Mystery","Family, Strategy","Card Games: Draw and Discard Games,Characters: Jack the Ripper,Mystery Rummy,Rummy Games",6.592,106,4,45,"Hand Management,Set Collection,Voting",10,2,45,2914,45,Mystery Rummy: Jack the Ripper,boardgame,2914,1998
7.08,6.59211,Card Game,Strategy,Tableau Building,6.592,175199,5,30,"Card Drafting,Hand Management,Set Collection,Variable Phase Order",13,2,15,2122,30,Mottainai,boardgame,2122,2015
6.94,6.59123,"Card Game,Fighting,Nautical,Pirates",Strategy,"Admin: Better Description Needed!,Colonial Theme",6.591,902,4,60,"Card Drafting,Hand Management,Modular Board,Point to Point Movement",12,3,60,3009,60,Meuterer,boardgame,3009,2000
6.96,6.59083,"Fantasy,Fighting","Thematic, Wargames",Valley Games Classic Line,6.591,103,6,240,"Dice Rolling,Player Elimination,Roll / Spin and Move,Secret Unit Deployment,Set Collection",12,2,30,3587,240,Titan,boardgame,3587,1980
6.87,6.58865,"Aviation / Flight,Card Game,Wargame,World War I","Thematic, Wargames","Cities: Lugo di Romagna,Wings of Glory / Wings of War",6.589,9203,4,30,"Action / Movement Programming,Player Elimination,Simulation,Simultaneous Action Selection",10,2,30,4398,30,Wings of War: Famous Aces,boardgame,4398,2004
8.48,6.58787,"Adventure,Fantasy,Fighting,Miniatures",Uncategorized,"Anime & Manga,Arcadia Quest,Crowdfunding: Kickstarter",6.588,179803,4,120,"Dice Rolling,Grid Movement,Modular Board,Variable Player Powers",13,2,60,642,120,Arcadia Quest: Inferno,boardgame,642,2017
7.07,6.58739,"Bluffing,Deduction,Negotiation,Party Game,Spies/Secret Agents",Party,"Crowdfunding: Kickstarter,Werewolf / Mafia",6.587,134352,30,15,"Acting,Partnerships,Variable Player Powers,Voting",8,6,15,2370,15,Two Rooms and a Boom,boardgame,2370,2013
7.34,6.58621,"Card Game,City Building,Civilization,Economic,Fantasy",Strategy,"Admin: Better Description Needed!,Arzium Setting,Crowdfunding: Kickstarter,Steampunk",6.586,123499,4,120,"Action Point Allowance System,Area Control / Area Influence,Card Drafting,Deck / Pool Building,Hand Management,Variable Player Powers",13,2,120,1430,120,City of Iron,boardgame,1430,2013
7.49,6.58533,"Medieval,Negotiation,Political,Territory Building",Strategy,"Crowdfunding: Giochistarter,Crowdfunding: Kickstarter,Crowdfunding: Spieleschmiede",6.585,152470,6,240,"Area Control / Area Influence,Dice Rolling,Partnerships,Trading,Voting",13,3,120,1327,240,Fief: France 1429,boardgame,1327,2015
6.83,6.58386,"Humor,Party Game",Party,Say Anything,6.584,33604,8,30,"Betting/Wagering,Paper-and-Pencil",13,3,30,4485,30,Say Anything,boardgame,4485,2008
6.69,6.58376,"Abstract Strategy,Fantasy","Abstract, Family","Animals: Dragons,Asian Theme",6.584,16992,8,15,"Hand Management,Player Elimination,Route/Network Building,Tile Placement",8,2,15,15644,15,Tsuro,boardgame,15644,2004
7.41,6.58362,"Mafia,Movies / TV / Radio theme,Negotiation,Territory Building",Thematic,,6.584,156091,4,60,"Action Point Allowance System,Area Control / Area Influence,Auction/Bidding,Commodity Speculation,Dice Rolling,Modular Board,Player Elimination,Trading,Variable Player Powers,Worker Placement",13,3,60,1393,60,Sons of Anarchy: Men of Mayhem,boardgame,1393,2014
7.46,6.58284,"Economic,Industry / Manufacturing",Strategy,"Automotive,Crowdfunding: Kickstarter",6.583,176544,4,90,"Tile Placement,Variable Player Powers,Worker Placement",12,2,60,1204,90,Automania,boardgame,1204,2015
6.90,6.58178,"Dice,Exploration,Fighting,Horror,Miniatures,Science Fiction,Video Game Theme",Thematic,"Campaign Games,Doom",6.582,10640,4,180,"Dice Rolling,Modular Board,Partnerships,Variable Player Powers",12,2,180,4622,180,Doom: The Boardgame,boardgame,4622,2004
7.05,6.58159,"Fantasy,Medieval","Family, Strategy",,6.582,72991,4,45,"Hand Management,Pattern Building,Worker Placement",9,2,45,2184,45,Asara,boardgame,2184,2010
6.93,6.58131,"Bluffing,Negotiation,Science Fiction","Strategy, Thematic","Admin: Better Description Needed!,Cosmic Encounter",6.581,15,6,90,"Hand Management,Variable Player Powers",12,2,90,3642,90,Cosmic Encounter,boardgame,3642,1977
7.21,6.57896,"Animals,Card Game",Family,,6.579,203427,5,30,"Set Collection,Worker Placement",8,2,20,1653,30,Fabled Fruit,boardgame,1653,2016
6.75,6.57802,"Fantasy,Travel",Family,"Elfen Travel,Fairies, Elves and Pixies",6.578,10,6,60,"Card Drafting,Hand Management,Point to Point Movement,Route/Network Building",10,2,60,6805,60,Elfenland,boardgame,6805,1998
7.52,6.57756,"City Building,Medieval",Family,Carcassonne,6.578,131014,5,40,"Area Control / Area Influence,Tile Placement",8,2,40,1153,40,Carcassonne: Winter Edition,boardgame,1153,2012
7.00,6.57653,"Economic,Industry / Manufacturing",Strategy,"Le Havre,Lookout Games Fur Zwei Spieler Series",6.577,129051,2,30,Action Point Allowance System,10,2,30,2444,30,Le Havre: The Inland Port,boardgame,2444,2012
6.83,6.57545,"Ancient,Card Game",Strategy,,6.575,176229,2,20,"Card Drafting,Set Collection",8,2,15,4249,20,Tides of Time,boardgame,4249,2015
7.35,6.57511,"Wargame,World War II",Wargames,"Axis & Allies,Components: Miniatures",6.575,35052,6,360,"Area Control / Area Influence,Area Movement,Dice Rolling,Partnerships",12,2,360,1703,360,Axis & Allies Anniversary Edition,boardgame,1703,2008
7.11,6.57442,"Card Game,Fantasy,Fighting,Video Game Theme",Strategy,"Level 99 Games Minigame Library,Pixel Tactics,World of Indines",6.574,125548,2,30,"Card Drafting,Hand Management,Variable Player Powers",12,2,30,2097,30,Pixel Tactics,boardgame,2097,2012
6.76,6.57433,"Bluffing,Card Game,Fantasy,Fighting","Family, Party",IELLO: Mini Games,6.574,150312,4,30,"Memory,Player Elimination,Press Your Luck",10,2,30,6052,30,Welcome to the Dungeon,boardgame,6052,2013
7.47,6.57342,"Card Game,Fantasy",Strategy,"Ascension Deck Building Game,Solitaire Games",6.573,122294,2,30,"Card Drafting,Deck / Pool Building,Hand Management",13,1,30,1228,30,Ascension: Immortal Heroes,boardgame,1228,2012
7.45,6.57335,"Collectible Components,Dice,Fantasy,Fighting",Customizable,"Animals: Dragons,CDGs (Collectible Dice Games),Dice Masters,Dungeons & Dragons,Quarriors Pool Building system",6.573,160902,2,0,"Deck / Pool Building,Dice Rolling,Variable Player Powers",14,2,60,1190,0,Dungeons & Dragons Dice Masters: Battle for Faerûn,boardgame,1190,2015
7.18,6.57304,"Card Game,Game System",Strategy,,6.573,152,8,60,"Partnerships,Trick-taking",11,2,60,1723,60,Mu & more,boardgame,1723,1995
7.35,6.57251,"Civil War,Medieval,Political,Wargame",Strategy,"Country: England,Wars of the Roses",6.573,58936,4,180,"Action / Movement Programming,Area Control / Area Influence,Area Movement,Card Drafting,Partnerships,Secret Unit Deployment,Simultaneous Action Selection",13,2,180,1334,180,Wars of the Roses: Lancaster vs. York,boardgame,1334,2010
7.03,6.57231,Card Game,Strategy,,6.572,354,8,60,"Hand Management,Simultaneous Action Selection,Trick-taking",10,3,60,2279,60,Sticheln,boardgame,2279,1993
6.94,6.57176,"Civilization,Dice","Family, Strategy","Nations,Solitaire Games",6.572,157809,4,40,Dice Rolling,14,1,20,2794,40,Nations: The Dice Game,boardgame,2794,2014
6.94,6.57001,"Medieval,Political",Strategy,Country: Holy Roman Empire,6.570,13780,4,90,"Area Control / Area Influence,Card Drafting,Voting",12,2,90,2720,90,In the Shadow of the Emperor,boardgame,2720,2004
7.33,6.56934,"Ancient,Political,Territory Building,Wargame",Wargames,"Ancient Rome,Country: Italy",6.569,7480,5,360,"Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Variable Player Powers",12,2,360,1385,360,Sword of Rome,boardgame,1385,2004
6.85,6.56888,"Card Game,Exploration,Science Fiction,Space Exploration",Strategy,"Catan,Kosmos two-player series",6.569,2338,2,60,"Dice Rolling,Memory,Press Your Luck,Trading",12,2,60,3849,60,Starship Catan,boardgame,3849,2001
7.54,6.56741,"Fighting,Miniatures,Science Fiction","Strategy, Thematic","Aliens,Campaign Games,Crowdfunding: Kickstarter,Solitaire Games",6.567,138431,5,120,"Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers",12,1,120,1180,120,Galaxy Defenders,boardgame,1180,2014
6.94,6.56693,"Arabian,Bluffing,Fantasy,Medieval","Family, Strategy","Animals: Dragons,Characters: Aladdin",6.567,492,5,90,"Auction/Bidding,Set Collection,Worker Placement",10,3,60,2880,90,Aladdin's Dragons,boardgame,2880,2000
7.05,6.56591,Economic,Strategy,"Cities: Hamburg,Solitaire Games",6.566,39684,4,90,"Pick-up and Deliver,Set Collection",12,1,45,2129,90,Merkator,boardgame,2129,2010
7.02,6.56552,"Economic,Fantasy",Strategy,"Admin: Better Description Needed!,Zavandor",6.566,13884,6,90,"Auction/Bidding,Set Collection,Variable Player Powers",10,2,90,2329,90,The Scepter of Zavandor,boardgame,2329,2004
7.07,6.56405,"Movies / TV / Radio theme,Negotiation,Science Fiction",Strategy,"Catan,Star Trek",6.564,117985,4,75,"Dice Rolling,Hand Management,Modular Board,Route/Network Building,Trading",10,3,75,2285,75,Star Trek: Catan,boardgame,2285,2012
6.70,6.5638,"Fantasy,Fighting,Medieval",Family,"Castle Panic,Monsters,Solitaire Games,Tower Defense",6.564,43443,6,60,"Campaign / Battle Card Driven,Chit-Pull System,Co-operative Play,Dice Rolling,Hand Management,Trading,Variable Player Powers",10,1,60,10498,60,Castle Panic,boardgame,10498,2009
6.74,6.56224,"Bluffing,Card Game,Medieval,Negotiation",Strategy,"Admin: Better Description Needed!,Country: Italy,Fantasy Flight Silver Line Games",6.562,112,6,45,"Area Control / Area Influence,Auction/Bidding,Hand Management",14,2,45,6391,45,Condottiere,boardgame,6391,1995
6.87,6.56195,"American West,Card Game",Family,"Alea Small Box,Card Games: Draw and Discard Games,Gryphon Games bookshelf series,Mystery Rummy,Rummy Games",6.562,878,4,45,"Hand Management,Set Collection",8,2,30,3563,45,Wyatt Earp,boardgame,3563,2001
6.88,6.56079,Action / Dexterity,"Family, Party",3D Games,6.561,1231,8,45,Auction/Bidding,7,2,15,3324,45,Bausack,boardgame,3324,1987
6.90,6.55915,Ancient,Strategy,"Country: Egypt,Queen Small Box",6.559,19999,2,30,"Area Control / Area Influence,Hand Management,Simultaneous Action Selection",8,2,30,2969,30,Aton,boardgame,2969,2005
7.12,6.55813,"Ancient,Civilization",Strategy,,6.558,30658,5,180,"Area Control / Area Influence,Variable Phase Order,Worker Placement",12,2,180,1845,180,Rise of Empires,boardgame,1845,2009
7.37,6.55804,"Card Game,Fantasy,Video Game Theme",Strategy,"Admin: Better Description Needed!,Fantasy Strike",6.558,123607,4,20,"Deck / Pool Building,Hand Management,Variable Player Powers",10,2,20,1382,20,Puzzle Strike (Third Edition),boardgame,1382,2012
7.54,6.55716,"Wargame,World War II",Wargames,Block wargames,6.557,6205,3,720,"Action Point Allowance System,Area Movement,Dice Rolling,Secret Unit Deployment",14,2,720,1210,720,Europe Engulfed,boardgame,1210,2003
7.96,6.55618,Deduction,Uncategorized,"Escape Room Games,EXIT: Das Spiel",6.556,203420,6,90,Co-operative Play,12,1,45,742,90,EXIT: The Game – The Abandoned Cabin,boardgame,742,2016
7.36,6.55612,"Economic,Industry / Manufacturing",Strategy,"Automotive,Stronghold Games: The Great Designer Series",6.556,171879,4,75,Time Track,10,2,75,1253,75,Kraftwagen,boardgame,1253,2015
7.14,6.55424,Abstract Strategy,Abstract,"Ingenious,Kosmos two-player series",6.554,22484,2,30,"Hand Management,Pattern Building,Tile Placement",10,2,30,1742,30,Ingenious: Travel Edition,boardgame,1742,2006
7.03,6.55267,Animals,Family,Coloretto Series,6.553,34194,5,45,"Set Collection,Tile Placement",10,2,45,2265,45,Aquaretto,boardgame,2265,2008
7.29,6.55159,"Animals,Card Game,Environmental,Fantasy",Strategy,"Animals: Owls,Oniverse,Solitaire Games",6.552,143405,2,30,"Card Drafting,Co-operative Play,Grid Movement,Hand Management",10,1,30,1442,30,Sylvion,boardgame,1442,2015
6.88,6.5505,"Medieval,Negotiation,Political,Wargame","Strategy, Thematic",4X games,6.551,22038,6,180,"Area Movement,Auction/Bidding,Campaign / Battle Card Driven,Simultaneous Action Selection,Voting",12,2,180,3463,180,Warrior Knights,boardgame,3463,2006
7.04,6.55016,"Humor,Negotiation",Strategy,,6.550,55697,5,105,"Area Control / Area Influence,Variable Player Powers",12,3,105,2049,105,Power Struggle,boardgame,2049,2009
6.99,6.54902,"Negotiation,Political","Strategy, Thematic","Country: Russia,Country: Soviet Union,Crowdfunding: Kickstarter",6.549,196,6,75,"Secret Unit Deployment,Voting",12,3,75,2480,75,Kremlin,boardgame,2480,1986
6.82,6.54768,"Ancient,Card Game,Dice",Strategy,"Ancient Rome,Cities: Rome,Queen Small Box",6.548,16496,2,45,"Action Point Allowance System,Card Drafting,Dice Rolling,Hand Management",8,2,45,4061,45,Roma,boardgame,4061,2005
6.76,6.54746,"Puzzle,Real-time","Abstract, Family","Kosmos native-art line,Polyominoes,Ubongo Series",6.547,16986,4,25,"Pattern Building,Set Collection",8,1,25,5515,25,Ubongo,boardgame,5515,2003
6.86,6.54685,"Industry / Manufacturing,Puzzle,Real-time",Strategy,,6.547,24417,5,45,"Modular Board,Tile Placement",10,2,45,3202,45,Factory Fun,boardgame,3202,2006
6.84,6.54643,"Bluffing,Deduction,Exploration,Horror,Maze,Negotiation,Science Fiction",Thematic,,6.546,127024,6,30,"Action / Movement Programming,Co-operative Play,Grid Movement,Memory,Modular Board,Partnerships,Player Elimination,Simultaneous Action Selection",13,1,30,3757,30,Room 25,boardgame,3757,2013
