avg_rate,bayesaverage,category,classificationtype,family,geek_rate,id,maxplayers,maxplaytime,mechanism,minage,minplayers,minplaytime,num_votes,playingtime,title,type,usersrated,yearpublished
7.04,5.71609,Economic,Uncategorized,,5.716,143782,4,120,Worker Placement,14,1,60,160,120,Global Mogul,boardgame,160,2013
6.64,5.71605,"Exploration,Fantasy,Humor",Uncategorized,Animals: Dragons,5.716,165404,4,60,"Hand Management,Pick-up and Deliver,Set Collection,Tile Placement",13,2,60,244,60,Dragonscroll,boardgame,244,2014
5.97,5.71605,"Abstract Strategy,Animals",Abstract,Animals: Frogs,5.716,31449,4,45,Tile Placement,7,2,45,828,45,Army of Frogs,boardgame,828,2007
7.57,5.71599,"Fantasy,Miniatures,Wargame",Uncategorized,Crowdfunding: Kickstarter,5.716,172965,9,120,"Area Movement,Campaign / Battle Card Driven,Grid Movement,Partnerships,Simultaneous Action Selection",0,2,60,132,120,Guards of Atlantis: Tabletop MOBA,boardgame,132,2016
6.70,5.71586,"Party Game,Real-time,Trivia",Uncategorized,,5.716,25213,20,30,"Partnerships,Roll / Spin and Move",12,3,30,256,30,30 Seconds,boardgame,256,2002
6.89,5.71563,"Bluffing,Exploration,Fantasy,Print & Play,Territory Building",Uncategorized,Magazine: Dragon,5.716,2252,4,180,"Area Control / Area Influence,Secret Unit Deployment",12,2,180,191,180,King of the Tabletop,boardgame,191,1983
7.75,5.71562,"Card Game,Science Fiction",Uncategorized,"Aliens,Crowdfunding: Kickstarter",5.716,188991,4,30,"Card Drafting,Take That,Tile Placement",8,2,15,171,30,Alienation,boardgame,171,2016
6.61,5.7156,"Adventure,Exploration,Science Fiction,Space Exploration",Thematic,"Aliens,Magazine: Ares,Solitaire Games",5.716,2678,1,90,Hex-and-Counter,10,1,90,256,90,Voyage of the B.S.M. Pandora,boardgame,256,1981
6.40,5.71539,"Ancient,Bluffing","Family, Strategy","Country: Mexico,Quined Master Print Edition Series",5.715,63395,5,45,"Auction/Bidding,Hand Management,Simultaneous Action Selection",8,3,45,309,45,Chocolatl,boardgame,309,2010
6.57,5.71529,"Deduction,Word Game",Uncategorized,"Crowdfunding: Kickstarter,Pack O Game",5.715,164158,4,10,"Co-operative Play,Hand Management",10,2,10,237,10,SHH,boardgame,237,2015
6.34,5.71528,Dice,Uncategorized,,5.715,193651,5,0,Dice Rolling,8,2,30,331,0,Bohemian Villages,boardgame,331,2016
6.48,5.71509,"Abstract Strategy,Bluffing",Abstract,,5.715,6191,2,20,Secret Unit Deployment,8,2,20,275,20,Xe Queo!,boardgame,275,1998
6.38,5.71502,"Bluffing,Environmental,Modern Warfare,Negotiation,Political,Science Fiction,Wargame","Strategy, Wargames","Alternate History,Crowdfunding: Kickstarter",5.715,89342,6,90,"Area Control / Area Influence,Card Drafting,Hand Management,Partnerships,Simultaneous Action Selection,Take That,Variable Player Powers",18,4,90,391,90,Tomorrow,boardgame,391,2013
7.11,5.71501,"American West,Post-Napoleonic,Wargame",Wargames,"Country: Mexico,Great Battles of the American Civil War",5.715,10623,6,180,"Chit-Pull System,Hex-and-Counter",12,1,180,153,180,Gringo!,boardgame,153,2004
7.65,5.71488,"Fantasy,Mythology,Print & Play,Wargame",Wargames,,5.715,490,6,60,Hex-and-Counter,12,2,60,235,60,Warangel,boardgame,235,2000
6.11,5.71482,"Party Game,Word Game",Party,,5.715,6657,8,30,"Storytelling,Voting",10,2,30,543,30,Such a Thing?,boardgame,543,1989
7.31,5.7148,"Adventure,Card Game,Napoleonic,Wargame",Wargames,,5.715,39941,6,480,"Campaign / Battle Card Driven,Dice Rolling,Role Playing",0,1,480,139,480,Legion of Honor,boardgame,139,2014
6.29,5.71468,City Building,Strategy,"Crowdfunding: Kickstarter,Queen Yellow Wave Box Series",5.715,118337,4,75,Variable Player Powers,12,2,75,360,75,Urbanization,boardgame,360,2012
6.10,5.71444,Abstract Strategy,Abstract,"5x5 grid,Combinatorial,Gigamic Basic,Gigamic Classic,Mensa Select,n in a row",5.714,3190,4,15,"Pattern Building,Tile Placement",6,2,15,565,15,Quixo,boardgame,565,1995
6.26,5.71444,"Card Game,Medieval",Strategy,"Asian Theme,Country: Japan,Samurai",5.714,35634,4,60,"Area Enclosure,Hand Management,Set Collection",12,2,60,397,60,Samurai: The Card Game,boardgame,397,2009
6.66,5.71436,"Age of Reason,Civilization,Pike and Shot,Renaissance,Wargame",Wargames,"Cities: Genova,Cities: Mantova,Cities: Naples,Cities: Palermo",5.714,4102,6,3600,"Area Movement,Simulation",14,1,3600,286,3600,Europa Universalis,boardgame,286,1993
7.60,5.71417,"Exploration,Renaissance",Strategy,"Age of Discovery,Country: Germany,Country: Spain,Crowdfunding: Spieleschmiede,Crowdfunding: Verkami,LUDO",5.714,160908,4,90,"Area Control / Area Influence,Card Drafting,Pick-up and Deliver",12,2,60,119,90,Plus Ultra: The Court of the Emperor Charles V,boardgame,119,2016
6.84,5.71389,"Fighting,Territory Building",Strategy,"Crowdfunding: Kickstarter,Games by the Game Artisans of Canada",5.714,153905,5,60,"Action Point Allowance System,Area Control / Area Influence,Set Collection",10,2,60,179,60,Warband: Against the Darkness,boardgame,179,2015
6.59,5.71384,Abstract Strategy,"Abstract, Family",Crowdfunding: Kickstarter,5.714,139572,6,60,"Auction/Bidding,Set Collection",10,3,45,232,60,Karesansui,boardgame,232,2013
6.80,5.71371,"Science Fiction,Space Exploration,Wargame",Wargames,"Solitaire Games,Solitaire Wargames",5.714,41612,1,240,"Area Control / Area Influence,Area Movement",14,1,240,199,240,Struggle for the Galactic Empire,boardgame,199,2009
5.92,5.71369,"Card Game,Fighting,Humor",Thematic,"Asian Theme,Munchkin",5.714,6607,6,90,"Dice Rolling,Trading,Variable Player Powers",10,3,90,1990,90,Munchkin Fu,boardgame,1990,2003
6.35,5.71364,"Card Game,Horror,Novel-based",Strategy,,5.714,110868,6,30,Hand Management,15,3,30,365,30,Locke & Key: The Game,boardgame,365,2012
6.86,5.71332,"Bluffing,Medieval",Thematic,"Country: Scotland,Crowdfunding: Kickstarter",5.713,170537,6,45,"Hand Management,Secret Unit Deployment,Simultaneous Action Selection",11,2,20,184,45,Swords and Bagpipes,boardgame,184,2014
7.08,5.7132,"Fantasy,Territory Building",Strategy,,5.713,193483,4,60,"Set Collection,Take That,Tile Placement,Worker Placement",12,2,20,219,60,Dwar7s Fall,boardgame,219,2016
6.61,5.71298,"Arabian,Bluffing,Card Game",Uncategorized,,5.713,152567,5,30,"Auction/Bidding,Set Collection,Simultaneous Action Selection",10,3,30,226,30,Basari: Das Kartenspiel,boardgame,226,2014
6.74,5.71295,City Building,Uncategorized,,5.713,207208,4,90,"Auction/Bidding,Worker Placement",12,3,90,214,90,Armageddon,boardgame,214,2016
7.00,5.71283,"Wargame,World War II",Wargames,"Panzer Grenadier,World War 2: Battle of the Bulge",5.713,7176,2,360,"Dice Rolling,Hex-and-Counter,Secret Unit Deployment",12,2,360,170,360,Panzer Grenadier: Battle of the Bulge,boardgame,170,2002
7.74,5.71266,"Miniatures,Science Fiction,Wargame",Wargames,,5.713,126021,4,0,"Dice Rolling,Variable Player Powers",0,2,0,117,0,Dropzone Commander,boardgame,117,2012
5.81,5.7123,Party Game,Party,"Imagem & Ação,Pictionary",5.712,2281,16,90,"Line Drawing,Partnerships,Roll / Spin and Move",12,3,90,5332,90,Pictionary,boardgame,5332,1985
6.40,5.71228,"Animals,Bluffing,Card Game,Memory",Party,"Animals: Dinosaurs,Animals: Mammoths",5.712,172073,7,20,"Hand Management,Memory",7,3,20,296,20,MammuZ,boardgame,296,2015
6.15,5.71225,"Card Game,Humor",Family,"Crowdfunding: Kickstarter,Guild: Game Designers of North Carolina",5.712,139897,5,45,"Card Drafting,Hand Management,Press Your Luck,Set Collection,Variable Player Powers",13,2,30,466,45,Belle of the Ball,boardgame,466,2014
6.88,5.71213,Science Fiction,Strategy,"Admin: Better Description Needed!,Solitaire Games",5.712,178007,4,60,"Co-operative Play,Dice Rolling",13,1,60,191,60,Apocalypse Chaos,boardgame,191,2015
6.70,5.71212,"Aviation / Flight,Wargame,World War I",Wargames,,5.712,4014,52,60,"Dice Rolling,Hex-and-Counter,Role Playing,Simultaneous Action Selection,Variable Player Powers",12,2,60,259,60,Dawn Patrol,boardgame,259,1982
7.47,5.71209,"Age of Reason,American Revolutionary War,Wargame",Wargames,"Battles of the American Revolution,Country: USA",5.712,43526,2,180,Hex-and-Counter,0,2,180,121,180,Germantown,boardgame,121,2010
6.95,5.71193,"Abstract Strategy,Animals,Card Game",Uncategorized,,5.712,141419,4,20,"Card Drafting,Hand Management,Set Collection",10,2,20,169,20,Koi Pond: A Coy Card Game,boardgame,169,2013
6.62,5.71189,Card Game,Family,,5.712,41875,4,15,"Card Drafting,Hand Management,Partnerships",10,2,15,227,15,Trader,boardgame,227,2009
6.40,5.71189,"Abstract Strategy,Animals,Card Game,Territory Building",Uncategorized,"Crowdfunding: Spieleschmiede,Guild: Game Designers of North Carolina",5.712,168700,5,20,"Area Control / Area Influence,Set Collection,Tile Placement",10,2,20,306,20,Kigi,boardgame,306,2014
7.74,5.71186,"Wargame,World War II",Wargames,,5.712,4884,2,240,Hex-and-Counter,12,2,240,110,240,The Legend Begins,boardgame,110,1991
6.14,5.71176,"Economic,Fighting,Mafia,Miniatures,Negotiation,Territory Building",Thematic,"Cities: New York (New York, USA),Country: USA",5.712,14258,6,180,"Area Control / Area Influence,Area Movement,Dice Rolling,Player Elimination",12,2,180,627,180,Blood Feud in New York,boardgame,627,2004
6.61,5.71141,,Uncategorized,,5.711,192343,2,20,Pattern Building,8,1,20,244,20,Bubblee Pop,boardgame,244,2016
5.90,5.71138,"Action / Dexterity,Animals,Children's Game,Dice","Children's, Family","Animals: Snakes,Fantasy Flight Games Toys",5.711,27940,4,15,Dice Rolling,8,2,15,1222,15,RattleSnake,boardgame,1222,2007
6.27,5.71126,"Card Game,Medieval,Political,Wargame","Strategy, Wargames","Admin: Better Description Needed!,Cities: Orléans (France)",5.711,64,6,180,,12,3,180,410,180,Joan of Arc,boardgame,410,1998
6.20,5.71113,Card Game,"Customizable, Strategy","Admin: Better Description Needed!,High Command,Warmachine",5.711,138104,4,60,Deck / Pool Building,0,2,60,496,60,Warmachine: High Command,boardgame,496,2013
6.28,5.71099,"Racing,Sports","Family, Thematic","Admin: Better Description Needed!,Motorcycle,Sports: Motorcycle Racing",5.711,35438,6,60,"Dice Rolling,Modular Board,Roll / Spin and Move,Simulation",6,2,60,393,60,Moto Grand Prix,boardgame,393,2008
6.78,5.71065,"Bluffing,Deduction,Negotiation,Party Game,Science Fiction",Uncategorized,,5.711,206754,8,20,"Dice Rolling,Memory,Partnerships,Player Elimination,Variable Player Powers,Voting",14,4,20,240,20,Burke's Gambit,boardgame,240,2016
6.25,5.71065,"Abstract Strategy,Action / Dexterity","Abstract, Family","3D Games,Kosmos native-art line",5.711,39332,6,30,,8,2,30,377,30,Lakota,boardgame,377,2004
7.21,5.71054,"American Civil War,Wargame",Wargames,"Civil War, Brigade (CWB) Series",5.711,4368,2,240,Hex-and-Counter,12,2,240,148,240,In their Quiet Fields II,boardgame,148,1995
6.52,5.7105,"Fighting,Negotiation,Science Fiction,Space Exploration,Transportation",Thematic,,5.710,75782,6,90,"Modular Board,Pick-up and Deliver,Trading",12,2,90,272,90,The Phantom League,boardgame,272,2010
8.36,5.71047,"Vietnam War,Wargame",Wargames,GMT Operational System,5.710,214996,2,960,Hex-and-Counter,12,1,30,85,960,"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",boardgame,85,2016
7.13,5.71043,"Adventure,Science Fiction","Strategy, Thematic","Country: Australia,Crowdfunding: Wspieram",5.710,174260,4,240,"Card Drafting,Dice Rolling,Modular Board,Role Playing,Variable Player Powers",16,2,90,173,240,Waste Knights,boardgame,173,2015
6.73,5.71039,"American Civil War,Civil War,Political",Strategy,Crowdfunding: Kickstarter,5.710,99078,4,180,"Area Control / Area Influence,Campaign / Battle Card Driven,Hand Management,Variable Player Powers",16,2,180,204,180,Divided Republic,boardgame,204,2012
6.44,5.71003,Renaissance,Uncategorized,Crowdfunding: Kickstarter,5.710,192351,4,45,"Set Collection,Worker Placement",8,2,45,315,45,World Monuments,boardgame,315,2016
6.01,5.71001,"Card Game,Fantasy,Party Game",Family,,5.710,31808,6,20,Hand Management,10,2,20,977,20,GUBS: A Game of Wit and Luck,boardgame,977,2007
6.93,5.70998,Abstract Strategy,Uncategorized,Animals: Dragons,5.710,181811,2,45,Roll / Spin and Move,8,2,30,180,45,Tatsu,boardgame,180,2016
7.01,5.70994,"Abstract Strategy,Card Game,Electronic,Memory,Print & Play",Uncategorized,"Connection Games,Crowdfunding: Kickstarter",5.710,169530,2,20,"Memory,Modular Board,Route/Network Building",8,2,20,191,20,RESISTOR_,boardgame,191,2015
7.56,5.70979,"Wargame,World War II",Wargames,"Panzer Grenadier,World War 2: Battle of the Bulge",5.710,33785,2,60,Hex-and-Counter,0,2,60,112,60,Panzer Grenadier: Elsenborn Ridge,boardgame,112,2008
7.16,5.70964,"Print & Play,Racing,Science Fiction","Family, Strategy",,5.710,89695,2,45,"Action / Movement Programming,Dice Rolling,Modular Board,Simultaneous Action Selection",10,2,45,144,45,RoboDerby: Express,boardgame,144,2011
7.13,5.70963,"Adventure,Exploration,Mythology","Strategy, Thematic","Country: Greece,Crowdfunding: Kickstarter",5.710,171356,4,60,"Co-operative Play,Hand Management,Point to Point Movement,Simultaneous Action Selection,Variable Player Powers",10,1,60,161,60,Argonauts,boardgame,161,2015
6.62,5.70959,"Card Game,Deduction,Number",Uncategorized,,5.710,164354,6,15,"Memory,Pattern Recognition",8,3,15,220,15,Kryptos,boardgame,220,2014
7.57,5.70954,"Aviation / Flight,Wargame,World War II",Wargames,Fighting Wings,5.710,8316,2,120,Hex-and-Counter,12,2,120,135,120,Over the Reich,boardgame,135,1994
7.19,5.70942,Fantasy,Strategy,"Admin: Better Description Needed!,Animals: Dragons",5.709,181122,6,0,"Hand Management,Simultaneous Action Selection,Worker Placement",12,2,90,150,0,Wrath of Dragons,boardgame,150,2015
6.13,5.70918,"Card Game,Medieval",Thematic,,5.709,669,6,30,"Card Drafting,Dice Rolling,Take That",0,2,30,631,30,Plague & Pestilence,boardgame,631,1993
6.55,5.70914,"Card Game,Collectible Components,Napoleonic,Wargame","Customizable, Wargames","CCGs (Collectible Card Games),Dixie: American Civil War Card Game",5.709,4667,2,120,Secret Unit Deployment,12,2,120,247,120,Eagles: Waterloo,boardgame,247,1995
6.30,5.70902,"Dice,Pirates",Uncategorized,,5.709,170146,4,45,"Dice Rolling,Partnerships,Tile Placement",14,2,45,367,45,Dark Seas,boardgame,367,2015
6.38,5.70901,"City Building,Medieval",Uncategorized,"Country: Russia,Crowdfunding: Kickstarter,Crowdfunding: Spieleschmiede",5.709,177490,5,50,Time Track,10,2,25,292,50,Samara,boardgame,292,2015
7.64,5.709,"Napoleonic,Wargame",Wargames,La Bataille series,5.709,12899,2,360,Hex-and-Counter,16,1,360,118,360,La Bataille de Preussisch-Eylau,boardgame,118,1978
6.47,5.70895,"American Civil War,Card Game",Strategy,Admin: Better Description Needed!,5.709,10523,4,30,"Hand Management,Trick-taking",12,4,30,260,30,Victory & Honor,boardgame,260,2004
6.50,5.70881,"Arabian,Exploration",Family,"Desert Theme,The Entdecker Trilogy",5.709,35293,4,60,Tile Placement,8,3,60,253,60,Im Reich der Wüstensöhne,boardgame,253,2008
6.81,5.70876,"Bluffing,Economic,Farming",Strategy,"Admin: Better Description Needed!,Flowers",5.709,12188,5,60,"Modular Board,Simulation,Tile Placement",10,3,60,186,60,Garden Competition,boardgame,186,2004
6.57,5.70868,"Action / Dexterity,Children's Game,Medieval",Children's,,5.709,29411,4,10,Co-operative Play,5,2,10,233,10,Castle Knights,boardgame,233,2007
6.73,5.70867,"Card Game,Science Fiction",Thematic,,5.709,108377,6,60,"Hand Management,Pattern Building,Worker Placement",12,2,60,225,60,Space Station,boardgame,225,2011
6.05,5.7086,"Bluffing,Deduction,Economic,Industry / Manufacturing","Family, Strategy",BoardGameGeek,5.709,43249,6,60,"Dice Rolling,Set Collection,Tile Placement",8,3,60,567,60,The BoardGameGeek Game,boardgame,567,2009
7.37,5.70843,"Modern Warfare,Wargame",Wargames,Corps Command Series,5.708,38471,2,0,"Chit-Pull System,Dice Rolling,Hex-and-Counter",12,2,0,128,0,Corps Command: Dawn's Early Light,boardgame,128,2010
7.05,5.70827,"American West,Post-Napoleonic,Wargame",Wargames,Block wargames,5.708,11886,2,120,"Dice Rolling,Secret Unit Deployment",0,2,120,156,120,Texas Glory: 1835-36,boardgame,156,2008
5.96,5.70826,"Card Game,Fighting,Humor,Party Game","Party, Thematic",Animals: Apes / Monkeys,5.708,8222,6,30,"Dice Rolling,Modular Board",12,2,30,1219,30,Spank the Monkey,boardgame,1219,2003
6.67,5.70817,,Uncategorized,Admin: Better Description Needed!,5.708,191055,5,30,"Card Drafting,Tile Placement",8,2,30,207,30,Kerala,boardgame,207,2016
6.40,5.70798,"Bluffing,Card Game,Mafia",Uncategorized,,5.708,165563,6,20,Hand Management,10,3,20,285,20,Prohis,boardgame,285,2014
6.73,5.70786,Card Game,Uncategorized,"Card Games: Outplay Games,Traditional Card Games",5.708,10789,4,30,Trick-taking,12,2,30,193,30,Pitch,boardgame,193,1600
6.65,5.70786,Abstract Strategy,Abstract,Combinatorial,5.708,15209,2,15,Point to Point Movement,8,2,15,218,15,Linja,boardgame,218,2003
7.30,5.70774,Sports,Uncategorized,Sports: Football / Soccer,5.708,23827,6,120,"Betting/Wagering,Dice Rolling",8,3,120,121,120,Millionen von Schwalben,boardgame,121,2006
6.69,5.7077,"Card Game,Collectible Components,Science Fiction",Customizable,"Admin: Better Description Needed!,CCGs (Collectible Card Games)",5.708,12488,2,45,"Hand Management,Variable Player Powers",12,2,45,234,45,WARS Trading Card Game,boardgame,234,2004
6.47,5.70734,"Action / Dexterity,Collectible Components,Dice,Fantasy,Fighting,Science Fiction",Thematic,Diceland Series,5.707,3339,5,20,"Dice Rolling,Variable Player Powers",10,2,20,269,20,Diceland: Deep White Sea,boardgame,269,2002
7.16,5.70733,"Nautical,Wargame,World War II",Wargames,Magazine: Command,5.707,4226,2,180,Hex-and-Counter,12,1,180,144,180,Victory at Midway,boardgame,144,1992
7.97,5.70728,"Wargame,World War II",Wargames,Victory in the West,5.707,7138,4,300,"Chit-Pull System,Hex-and-Counter",12,2,300,104,300,The Killing Ground,boardgame,104,2002
7.02,5.70702,"Aviation / Flight,Exploration",Uncategorized,Admin: Better Description Needed!,5.707,145205,5,70,"Area Control / Area Influence,Pick-up and Deliver,Route/Network Building",12,2,70,149,70,L'Aéropostale,boardgame,149,2013
7.21,5.70684,"Nautical,Wargame,World War I",Wargames,Great War at Sea,5.707,20889,2,30,"Dice Rolling,Hex-and-Counter,Paper-and-Pencil,Secret Unit Deployment",12,2,30,137,30,Great War at Sea: Jutland,boardgame,137,2006
5.90,5.70679,"Card Game,Trains,Transportation",Family,"Crash Games: Pub Series,Crowdfunding: Kickstarter,IELLO: Mini Games",5.707,158742,5,10,"Card Drafting,Set Collection",6,2,5,1030,10,Backyard Builders Treehouse,boardgame,1030,2014
6.04,5.70652,"Card Game,Party Game",Party,,5.707,3595,8,30,"Line Drawing,Tile Placement",12,3,30,690,30,Squint,boardgame,690,2002
6.36,5.7065,"Card Game,Mafia,Negotiation",Thematic,"Cities: New York (New York, USA),Country: USA",5.707,46422,5,60,"Auction/Bidding,Partnerships,Variable Player Powers",12,3,60,353,60,Nostra City,boardgame,353,2009
6.58,5.70648,Card Game,Uncategorized,,5.706,473,8,30,Hand Management,8,3,30,229,30,Olé!,boardgame,229,1996
6.76,5.7064,"Card Game,City Building,Dice,Fantasy",Family,,5.706,102690,5,30,"Dice Rolling,Set Collection,Variable Player Powers",9,2,30,213,30,Villagers & Villains,boardgame,213,2011
6.41,5.70636,"Card Game,Racing",Family,"Sports: Auto Racing,Sports: Bicycle / Cycling",5.706,574,6,30,Hand Management,8,3,30,284,30,Formel Fun,boardgame,284,1991
