category,geek_rate,classificationtype,minage,avg_rate,family,title,minplayers,playingtime,yearpublished,usersrated,maxplayers,page,itemnumber,bayesaverage,mechanism,num_votes,maxplaytime,type,id,minplaytime
"Expansion for Base-game,Wargame,World War II",5.872,wargames,0,7.5,Conflict of Heroes,Conflict of Heroes Expansion Pack: Map Board #6 – The Marsh,2,60,2008,242,4,22,8,5.87226,Hex-and-Counter,242,60,boardgameexpansion/boargame,38216,60
"Economic,Expansion for Base-game,Trains",N/A,,0,4.75,18xx,MSK 3 Extension Kit for 1829 (Northern & Southern Boards),3,300,1982,4,9,22,10,0,"Stock Holding,Tile Placement",4,300,boardgameexpansion/boargame,38220,300
"Economic,Expansion for Base-game,Trains",N/A,,0,6,18xx,MSK 6 Extension Kit for 1829 (Northern & Southern Boards),3,300,1982,3,9,22,12,0,"Stock Holding,Tile Placement",3,300,boardgameexpansion/boargame,38222,300
"Economic,Expansion for Base-game,Trains,Transportation",N/A,,0,6.71,18xx,MIK 2 Extension Kit for 1853,3,240,1999,6,6,22,14,0,"Stock Holding,Tile Placement",6,240,boardgameexpansion/boargame,38259,240
"Economic,Expansion for Base-game,Trains,Transportation",N/A,,0,7.42,18xx,MIK 1 Extension Kit for 1853,3,240,1992,10,6,22,15,0,"Stock Holding,Tile Placement",10,240,boardgameexpansion/boargame,38260,240
"Expansion for Base-game,Movies / TV / Radio theme,Party Game,Trivia",N/A,,0,5.75,Trivial Pursuit,Trivial Pursuit: Edición Jóvenes Carrozas,2,90,1988,2,6,22,17,0,Roll / Spin and Move,2,90,boardgameexpansion/boargame,38273,90
"Expansion for Base-game,Wargame,World War II",6.695,wargames,8,7.83,"Commands & Colors,Memoir '44",Memoir '44: Mediterranean Theater,2,60,2008,1061,2,22,23,6.69538,"Campaign / Battle Card Driven,Dice Rolling,Hand Management,Modular Board",1061,60,boardgameexpansion/boargame,38320,30
"Dice,Expansion for Base-game,Fantasy,Fighting",N/A,,0,N/A,,Battle Dice: Quests & Artifacts,2,0,2001,0,0,22,25,0,Dice Rolling,N/A,0,boardgameexpansion/boargame,38368,0
"Expansion for Base-game,Wargame,World War II",N/A,wargames,0,7,Advanced Squad Leader,Hero Pax 3: Jungle Heroes,2,0,2005,5,2,22,27,0,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation",5,0,boardgameexpansion/boargame,38381,0
"Expansion for Base-game,Wargame,World War II",5.606,wargames,0,7.53,Advanced Squad Leader,Primosole Bridge: ASL Journal 6 Historical Module,2,0,2005,54,2,22,28,5.60589,Hex-and-Counter,54,0,boardgameexpansion/boargame,38383,0
"Expansion for Base-game,Miniatures,Modern Warfare,Wargame",N/A,wargames,0,7.33,,Ambush Alley: Operation – Darkstar,1,60,2008,3,2,22,29,0,Dice Rolling,3,60,boardgameexpansion/boargame,38398,60
"Expansion for Base-game,Party Game,Trivia",N/A,,0,6,,Finish Lines 2,2,30,0,1,6,22,30,0,,1,30,boardgameexpansion/boargame,38412,30
"City Building,Expansion for Base-game,Medieval,Territory Building",5.862,familygames,0,6.69,"Carcassonne,Spielbox",Carcassonne: The Cult,2,60,2008,427,5,22,31,5.86322,"Area Control / Area Influence,Tile Placement",427,60,boardgameexpansion/boargame,38431,60
"Card Game,Expansion for Base-game,Fantasy,Fighting,Humor,Maze",5.57,,0,7.51,,Wiz-War: Expansion Set #2,2,0,1993,36,6,22,32,5.57045,,36,0,boardgameexpansion/boargame,38450,0
"Adventure,Card Game,Dice,Expansion for Base-game,Fantasy,Fighting,Medieval",N/A,,0,5.75,,Adventurer: Card Game – Portals Expansion,1,10,2008,4,4,22,35,0,,4,10,boardgameexpansion/boargame,38477,10
"Adventure,Card Game,Dice,Expansion for Base-game,Fantasy,Medieval",N/A,,0,6.12,,Adventurer: Card Game – Chaos Expansion,1,10,2008,4,4,22,36,0,,4,10,boardgameexpansion/boargame,38478,10
"Expansion for Base-game,Fighting,Wargame,World War II",N/A,wargames,0,7.71,Advanced Squad Leader,Friendly Fire Pack 2,2,0,2006,12,2,22,38,0,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation",12,0,boardgameexpansion/boargame,38492,0
"Expansion for Base-game,Fighting,Wargame,World War II",N/A,wargames,0,7.77,Advanced Squad Leader,Friendly Fire Pack 3,2,0,2007,13,2,22,39,0,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation",13,0,boardgameexpansion/boargame,38493,0
"Expansion for Base-game,Wargame,World War II",5.643,wargames,12,7.79,"Advanced Squad Leader,ASL Annuals",ASL Annual '93b,2,0,1993,64,0,22,40,5.64253,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation",64,0,boardgameexpansion/boargame,38496,0
"Aviation / Flight,Expansion for Base-game,Korean War,Wargame",N/A,wargames,14,7.52,"Country: Korea,Solitaire Games,Solitaire Wargames",Hell Over Korea,1,90,2012,24,1,22,41,0,"Dice Rolling,Simulation",24,90,boardgameexpansion/boargame,38498,90
"Ancient,Expansion for Base-game,Wargame",N/A,wargames,12,N/A,"Ancient Rome,Rome at War",Rome at War: King of Kings,1,120,0,0,2,22,42,0,"Area Movement,Dice Rolling,Simulation",N/A,120,boardgameexpansion/boargame,38500,120
"Adventure,Expansion for Base-game,Exploration,Fantasy,Fighting,Humor",5.869,,10,6.57,Munchkin,Munchkin Quest 2: Looking for Trouble,2,60,2009,612,6,22,44,5.86869,"Dice Rolling,Modular Board",612,60,boardgameexpansion/boargame,38538,60
"Expansion for Base-game,Wargame,World War II",5.756,wargames,0,8.15,Advanced Squad Leader,ASL Action Pack #5: East Front,2,240,2008,105,2,22,45,5.75644,Hex-and-Counter,105,240,boardgameexpansion/boargame,38551,240
"Economic,Expansion for Base-game,Farming",6.246,strategygames,12,7.14,Agricola,Agricola: Through the Seasons,1,120,2008,830,5,22,48,6.24636,Worker Placement,830,120,boardgameexpansion/boargame,38641,120
"Dice,Expansion for Base-game",6.142,thematic,12,7.61,"The Realms of Terrinoth,Runebound",Runebound: The Frozen Wastes,2,120,2009,456,6,22,49,6.14208,"Dice Rolling,Role Playing",456,120,boardgameexpansion/boargame,38643,120
"Action / Dexterity,Expansion for Base-game,Racing",5.973,familygames,6,7.19,"PitchCar,Sports: Auto Racing",PitchCar: Stunt Race,2,30,2008,375,8,22,51,5.97264,Modular Board,375,30,boardgameexpansion/boargame,38677,30
"Economic,Expansion for Base-game,Farming,Science Fiction",5.738,strategygames,12,6.19,"Agricola,Spielbox",Agricola X-Deck,1,120,2008,612,5,22,53,5.73767,Worker Placement,612,120,boardgameexpansion/boargame,38733,120
"Expansion for Base-game,World War II",N/A,,0,7.25,Advanced Squad Leader,Rally Point Volume 1: Axis Minor Special Study,2,240,2006,8,2,22,54,0,Hex-and-Counter,8,240,boardgameexpansion/boargame,38739,240
"Educational,Expansion for Base-game,Wargame",5.566,wargames,0,6.48,"Cities: Jerusalem (Israel),Country: Israel,Solitaire Games,Solitaire Wargames,Victory Point Games Battlesson Series,Victory Point Games States of Siege Series",Israeli Independence Expansion Kit,1,15,2008,67,1,22,61,5.56578,"Action Point Allowance System,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement",67,15,boardgameexpansion/boargame,38794,15
"Expansion for Base-game,Miniatures,Wargame,World War II",N/A,wargames,0,7.47,Flames of War,Flames of War: Cobra,2,120,2008,24,0,22,63,0,,24,120,boardgameexpansion/boargame,38808,120
"Ancient,Expansion for Base-game,Wargame",N/A,wargames,0,7.12,Ancient Rome,Caesar XL Gold Expansion Kit,2,45,2008,13,2,22,64,0,"Area Movement,Dice Rolling",13,45,boardgameexpansion/boargame,38820,45
"Action / Dexterity,City Building,Expansion for Base-game,Medieval,Territory Building",5.173,familygames,8,4.95,Carcassonne,Carcassonne: Catapult,2,45,2008,1160,6,22,66,5.17319,"Area Control / Area Influence,Tile Placement",1160,45,boardgameexpansion/boargame,38855,30
"Economic,Expansion for Base-game,Industry / Manufacturing,Transportation",5.571,,10,7.13,"Country: The Netherlands,Ports of Europe",Masters of Trade,2,90,2008,51,4,22,68,5.57122,"Point to Point Movement,Trading",51,90,boardgameexpansion/boargame,38875,90
"Card Game,Expansion for Base-game,Fantasy,Humor",5.518,,10,6.09,Munchkin,+6 Bag O' Munchkins,3,90,2009,68,6,22,70,5.51801,"Dice Rolling,Variable Player Powers",68,90,boardgameexpansion/boargame,38891,90
"Dice,Expansion for Base-game,Sports",N/A,,0,6.5,Sports: Ice Hockey,Big League Hockey Manager: Stanley Cup Expansion,2,120,2007,8,6,22,71,0,,8,120,boardgameexpansion/boargame,38892,120
"Expansion for Base-game,Farming",N/A,,8,5.12,Animals: Wolves,Mother Sheep: The Wolf,2,20,2007,9,6,22,73,0,Tile Placement,9,20,boardgameexpansion/boargame,38909,20
"Ancient,Expansion for Base-game,Wargame",6.197,wargames,12,8.31,"Ancient Rome,Commands & Colors,Commands & Colors: Ancients Series",Commands & Colors: Ancients Expansion Pack #4 – Imperial Rome,2,60,2009,317,0,22,75,6.19746,"Campaign / Battle Card Driven,Dice Rolling,Hand Management,Hex-and-Counter,Modular Board",317,60,boardgameexpansion/boargame,38928,60
"Expansion for Base-game,Nautical,Wargame,World War II",N/A,wargames,0,6.92,"Magazine: The General,War at Sea",Victory at Sea,2,120,1977,13,5,22,77,0,Area Movement,13,120,boardgameexpansion/boargame,38951,120
"Card Game,Expansion for Base-game,Science Fiction",N/A,,0,6.75,,Rencontre Cosmique: Extension No. 1,2,90,1986,4,6,22,79,0,Variable Player Powers,4,90,boardgameexpansion/boargame,38969,90
Racing,N/A,,0,7.8,,Speed Rally,2,120,2009,5,20,22,80,0,"Action Point Allowance System,Modular Board",5,120,boardgameexpansion/boargame,38987,120
"Card Game,Expansion for Base-game",N/A,,0,6.72,,Shanghaien: Extrakarte 3,2,0,2008,8,2,22,82,0,Set Collection,8,0,boardgameexpansion/boargame,39003,0
"Aviation / Flight,Expansion for Base-game,Miniatures,Wargame,World War II",N/A,wargames,0,7.07,Check Your 6!,Check Your 6! Falcon of the Duce,2,120,2007,6,18,22,84,0,"Dice Rolling,Hex-and-Counter,Simulation,Simultaneous Action Selection",6,120,boardgameexpansion/boargame,39015,120
"Expansion for Base-game,Wargame,World War II",N/A,wargames,12,7.56,Panzer Grenadier,Panzer Grenadier: Campaigns and Commanders Vol 1 – War in the East,2,120,2008,23,2,22,85,0,"Hex-and-Counter,Role Playing",23,120,boardgameexpansion/boargame,39028,120
"Book,Expansion for Base-game,Miniatures,Science Fiction,Wargame",5.574,wargames,14,7.49,AT-43,AT-43: Operation Frostbite,2,60,2008,38,4,22,87,5.5742,"Action Point Allowance System,Dice Rolling",38,60,boardgameexpansion/boargame,39060,60
"Book,Expansion for Base-game,Miniatures,Wargame,World War II",N/A,wargames,0,7.53,Flames of War,Flames of War: Stalin's Onslaught,2,120,2008,23,0,22,88,0,"Dice Rolling,Simulation,Variable Player Powers",23,120,boardgameexpansion/boargame,39076,120
"Animals,Economic,Expansion for Base-game,Farming",5.512,strategygames,0,5.64,Agricola,Agricola L-Deck,1,120,2008,236,5,22,90,5.51164,"Card Drafting,Hand Management,Worker Placement",236,120,boardgameexpansion/boargame,39090,120
"Adventure,Expansion for Base-game,Fighting,Horror,Miniatures,Murder/Mystery",5.833,,0,7.36,A Touch of Evil,A Touch of Evil: ‘The Madness' Game Supplement,2,60,2008,226,8,22,92,5.83265,"Area Movement,Co-operative Play,Dice Rolling,Roll / Spin and Move,Variable Player Powers",226,60,boardgameexpansion/boargame,39097,60
"Expansion for Base-game,Fighting,Horror,Miniatures,Zombies",5.912,thematic,0,7.44,Last Night on Earth Game Engine,Last Night on Earth 'Revenge of the Dead' Supplement,2,60,2008,271,6,22,94,5.91156,"Dice Rolling,Hand Management,Modular Board,Partnerships,Roll / Spin and Move,Variable Player Powers",271,60,boardgameexpansion/boargame,39108,60
"Arabian,Expansion for Base-game,Modern Warfare,Wargame",N/A,wargames,0,5.04,"Country: Bahrain,Country: Qatar",Desert Sword: Arabian Nightmare,2,240,1991,12,2,22,96,0,Hex-and-Counter,12,240,boardgameexpansion/boargame,39128,240
"Action / Dexterity,Collectible Components,Expansion for Base-game",N/A,,0,N/A,,Battle B-Dabeast,1,30,2006,0,8,22,98,0,,N/A,30,boardgameexpansion/boargame,39156,30
"Book,Expansion for Base-game,Miniatures",5.665,,10,6.88,"Warhammer 40,000 Wargames","Warhammer 40,000 Codex",2,240,1994,124,6,22,100,5.66532,"Dice Rolling,Modular Board,Variable Player Powers",124,240,boardgameexpansion/boargame,39169,240
"Animals,Expansion for Base-game",5.61,,0,6.71,Coloretto Series,Zooloretto: The Savings Book,2,45,2008,95,5,23,2,5.61011,"Set Collection,Tile Placement",95,45,boardgameexpansion/boargame,39176,45
Expansion for Base-game,5.676,strategygames,0,6.83,BoardGameGeek Promo Offerings,A Castle for All Seasons: Winter Cards,2,60,2008,162,4,23,3,5.67597,,162,60,boardgameexpansion/boargame,39179,60
"Expansion for Base-game,Mafia",N/A,,0,7.83,,Gangster: Der Clou,2,25,2008,6,4,23,5,0,,6,25,boardgameexpansion/boargame,39236,25
"Expansion for Base-game,Wargame,World War II",N/A,wargames,0,7.14,Advanced Squad Leader,"7.SS-Gebirgs Division ""Prinz Eugen""",2,0,2005,7,2,23,7,0,"Hex-and-Counter,Modular Board",7,0,boardgameexpansion/boargame,39244,0
"Card Game,Expansion for Base-game,Fantasy,Humor",5.549,,10,6.55,Munchkin,Munchkin Wicked Dice & Bag,3,90,2008,77,6,23,9,5.54913,"Dice Rolling,Role Playing,Variable Player Powers",77,90,boardgameexpansion/boargame,39261,90
"Card Game,City Building,Economic,Expansion for Base-game,Medieval",5.682,strategygames,0,6.8,"Caylus,Spielbox,Ystari originals",Caylus Magna Carta: The Library,2,45,2007,151,4,23,11,5.68222,"Hand Management,Worker Placement",151,45,boardgameexpansion/boargame,39292,45
"Adventure,Expansion for Base-game,Fantasy,Fighting,Miniatures,Science Fiction",5.745,,0,7.53,Heroscape,Heroscape: Viper's Vengeance,2,60,2005,131,4,23,13,5.74547,"Dice Rolling,Modular Board",131,60,boardgameexpansion/boargame,39303,60
"Adventure,Expansion for Base-game,Fantasy,Fighting,Miniatures,Racing,Video Game Theme",5.598,,12,6.76,"Admin: Better Description Needed!,Warcraft",World of Warcraft: The Adventure Game – Dongon Swiftblade Character Pack,2,90,2008,95,4,23,15,5.5985,"Dice Rolling,Hand Management,Point to Point Movement,Role Playing,Roll / Spin and Move,Variable Player Powers",95,90,boardgameexpansion/boargame,39354,90
"Card Game,Expansion for Base-game,Fantasy,Fighting,Horror,Humor",5.554,,10,6.33,Munchkin,Munchkin Coins,3,90,2008,94,6,23,21,5.55416,"Dice Rolling,Variable Player Powers",94,90,boardgameexpansion/boargame,39392,90
"Ancient,Card Game,Collectible Components,Comic Book / Strip,Expansion for Base-game,Fantasy,Fighting,Horror,Humor,Pirates,Science Fiction,Zombies",5.541,cgs,10,6.82,Munchkin,Munchkin Official Shirts,3,90,0,32,6,23,22,5.54128,"Dice Rolling,Role Playing,Trading,Variable Player Powers",32,90,boardgameexpansion/boargame,39393,90
"Expansion for Base-game,Humor,Mature / Adult,Miniatures,Religious,Wargame",N/A,wargames,0,4.75,,Renegade Nuns on Wheels,2,0,1989,4,10,23,24,0,"Co-operative Play,Dice Rolling,Hand Management,Hex-and-Counter,Modular Board,Point to Point Movement,Role Playing,Variable Player Powers",4,0,boardgameexpansion/boargame,39411,0
"Expansion for Base-game,Humor,Mature / Adult,Miniatures,Wargame",N/A,wargames,0,3.67,Admin: Better Description Needed!,Macho Women with Guns: The Final Chapter (part one),2,0,1990,3,10,23,26,0,"Co-operative Play,Dice Rolling,Hand Management,Hex-and-Counter,Modular Board,Point to Point Movement,Role Playing,Variable Player Powers",3,0,boardgameexpansion/boargame,39413,0
"Expansion for Base-game,Racing",N/A,,0,N/A,"Cities: Rome,Country: Italy,Formula De/De mini/D,Sports: Auto Racing",Formula Dé: ITALY SERIES – Roma Isola Tiberina,2,90,2008,0,10,23,28,0,Roll / Spin and Move,N/A,90,boardgameexpansion/boargame,39418,90
"Expansion for Base-game,Racing",N/A,,0,6,"Cities: Rome,Country: Italy,Formula De/De mini/D,Sports: Auto Racing",Formula Dé: ITALY SERIES – Roma Colosseo,2,90,2008,1,10,23,29,0,Roll / Spin and Move,1,90,boardgameexpansion/boargame,39419,90
"Expansion for Base-game,Racing",N/A,,0,N/A,"Cities: Bologna,Country: Italy,Formula De/De mini/D,Sports: Auto Racing",Formula Dé: ITALY SERIES – Bologna Stadio Dall'Ara,2,90,2008,0,10,23,31,0,Roll / Spin and Move,N/A,90,boardgameexpansion/boargame,39421,90
"Expansion for Base-game,Racing,Sports",6.279,"thematic,familygames",8,7.39,"Cities: Chicago (Illinois, USA),Country: USA,Formula De/De mini/D,Sports: Auto Racing",Formula D: Circuits 1 – Sebring & Chicago,2,60,2009,706,10,23,33,6.2787,Roll / Spin and Move,706,60,boardgameexpansion/boargame,39425,60
"Expansion for Base-game,Fantasy,Fighting,Horror,Mythology",6.198,strategygames,0,7.5,"BoardGameGeek Promo Offerings,Ghost Stories,Ghosts,Spielbox",Ghost Stories: The Guardhouse Expansion,1,60,2008,521,4,23,34,6.19811,"Area Movement,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers",521,60,boardgameexpansion/boargame,39428,60
"Medieval,Wargame",N/A,wargames,0,6.13,"Au fil de l'épée ,Magazine: Vae Victis","Neville's Cross, 17 Octobre 1346",2,30,2008,14,0,23,36,0,"Dice Rolling,Hex-and-Counter",14,30,boardgameexpansion/boargame,39441,30
"Aviation / Flight,Expansion for Base-game,Wargame,World War II",N/A,wargames,10,7.28,Duel in the Dark,Duel in the Dark: V1-Bunker,1,45,2008,9,2,23,38,0,Secret Unit Deployment,9,45,boardgameexpansion/boargame,39501,45
"Expansion for Base-game,Racing",N/A,,0,7,"Country: Italy,Formula De/De mini/D,Sports: Auto Racing",Formula Dé: ITALY SERIES – Trieste Porto,2,90,2008,1,10,23,40,0,Roll / Spin and Move,1,90,boardgameexpansion/boargame,39513,90
"Expansion for Base-game,Mythology,Nautical,Print & Play,Transportation,Travel",N/A,,0,6.31,"Country: Cyprus,Country: Greece",Deukalion: Whirlpool of the Charybdis,2,60,2008,8,4,23,41,0,"Dice Rolling,Grid Movement,Pick-up and Deliver",8,60,boardgameexpansion/boargame,39516,60
"Expansion for Base-game,Mythology,Nautical,Print & Play,Transportation,Travel",N/A,,0,6.19,"Country: Cyprus,Country: Greece,Minotaur",Deukalion: Theseus – Conqueror of the Minotaur,2,60,2008,8,4,23,42,0,"Dice Rolling,Grid Movement,Pick-up and Deliver",8,60,boardgameexpansion/boargame,39517,60
"Bluffing,Card Game,Expansion for Base-game",5.534,,0,6.43,,Wie verhext!: Der brodelnde Theriak,3,45,2008,35,5,23,43,5.53367,Variable Player Powers,35,45,boardgameexpansion/boargame,39518,45
"Card Game,Dice,Expansion for Base-game,Humor",N/A,,8,6.86,"Aggravating Series of Expansions,Pachisi-Ludo",Ärger Dich schwarz!,2,30,2008,28,6,23,44,0,Roll / Spin and Move,28,30,boardgameexpansion/boargame,39520,30
"Expansion for Base-game,Fighting,Miniatures,Science Fiction",N/A,,0,5,,New World Disorder: CyberZone,2,30,2008,2,4,23,45,0,"Action Point Allowance System,Dice Rolling",2,30,boardgameexpansion/boargame,39535,30
"Expansion for Base-game,Fighting,Wargame,World War II",N/A,wargames,0,7,,The Oblivion Pack,2,180,2006,2,2,23,46,0,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation",2,180,boardgameexpansion/boargame,39539,180
"Book,Expansion for Base-game,Nautical,Wargame,World War I",N/A,wargames,0,6.67,,Dawn of the Rising Sun Ship Forms,2,180,2006,3,0,23,48,0,"Dice Rolling,Paper-and-Pencil,Simulation,Simultaneous Action Selection",3,180,boardgameexpansion/boargame,39557,180
"Expansion for Base-game,Racing,Sports",5.584,,0,7,"Formula De/De mini/D,Sports: Auto Racing","Formula D: The ""Shortcut""",2,60,2008,59,10,23,50,5.58442,"Dice Rolling,Partnerships,Roll / Spin and Move,Variable Player Powers",59,60,boardgameexpansion/boargame,39567,60
"Book,Expansion for Base-game,Miniatures,Science Fiction",N/A,,0,5.25,"Warhammer 40,000 Wargames","Warhammer 40,000 Vehicle Manual",2,120,1992,22,0,23,51,0,Dice Rolling,22,120,boardgameexpansion/boargame,39573,120
"Expansion for Base-game,Racing",N/A,,0,N/A,"Cities: Torino,Country: Italy,Formula De/De mini/D,Sports: Auto Racing",Formula Dé: ITALY SERIES – Torino Centro,2,90,2008,0,10,23,53,0,Roll / Spin and Move,N/A,90,boardgameexpansion/boargame,39577,90
"Aviation / Flight,Card Game,Expansion for Base-game,Miniatures,Wargame,World War I",5.703,wargames,13,7.55,Wings of Glory / Wings of War,Wings of War: Balloon Busters,1,30,2010,115,6,23,55,5.70292,"Action / Movement Programming,Player Elimination,Simulation,Simultaneous Action Selection",115,30,boardgameexpansion/boargame,39596,30
